Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier,Delivery_Delay,Fulfillment_Status,High_Value_Order,NetRevenue,Customer_Segmentation
ORD1403,CUST153,Fashion,CASH ON DELIVERY,2736.89,5,2,3,4.0,No,Tier 2,1,Unknown Status,No,2600.05,Loyal & Satisfied
ORD1404,CUST262,Beauty,UPI,1550.86,20,6,6,3.0,Yes,Tier 2,0,On-Time,No,1240.69,Standard Order
ORD1405,CUST307,Books,DEBIT CARD,1150.14,0,3,2,4.0,Yes,Tier 2,-1,Early,No,1150.14,Standard Order
ORD1406,CUST288,Fashion,UPI,2324.68,50,2,2,3.0,No,Tier 1,0,On-Time,No,1162.34,Standard Order
ORD1407,CUST268,Electronics,CREDIT CARD,1318.13,10,6,6,3.0,No,Tier 3,0,On-Time,No,1186.32,Standard Order
ORD1408,CUST327,Fashion,UPI,612.92,50,3,5,5.0,No,Tier 3,2,Unknown Status,No,306.46,Standard Order
ORD1409,CUST260,Fashion,CREDIT CARD,478.46,30,5,5,4.0,Yes,Tier 2,0,On-Time,No,334.92,High Risk Transaction
ORD1410,CUST167,Home & Kitchen,CREDIT CARD,398.31,10,3,10,5.0,No,Tier 3,7,Severe Delay,No,358.48,Standard Order
ORD1411,CUST132,Fashion,DEBIT CARD,2956.58,0,7,14,3.0,No,Tier 2,7,Severe Delay,No,2956.58,Standard Order
ORD1412,CUST241,Electronics,CASH ON DELIVERY,1686.01,0,4,4,5.0,No,Tier 2,0,On-Time,No,1686.01,Loyal & Satisfied
ORD1413,CUST120,Books,UPI,3524.77,5,3,3,1.0,No,Tier 2,0,On-Time,No,3348.53,Standard Order
ORD1414,CUST147,Beauty,CREDIT CARD,1309.47,15,4,6,5.0,No,Tier 1,2,Unknown Status,No,1113.05,Loyal & Satisfied
ORD1415,CUST247,Fashion,UPI,969.58,5,3,10,3.0,No,Tier 1,7,Severe Delay,No,921.1,Standard Order
ORD1416,CUST347,Electronics,CASH ON DELIVERY,273.89,5,4,4,3.0,No,Tier 1,0,On-Time,No,260.2,Standard Order
ORD1417,CUST227,Fashion,CASH ON DELIVERY,1536.38,10,7,7,4.0,Yes,Tier 2,0,On-Time,No,1382.74,Standard Order
ORD1418,CUST235,Electronics,UPI,1247.33,30,5,5,5.0,No,Tier 1,0,On-Time,No,873.13,Loyal & Satisfied
ORD1419,CUST234,Beauty,CASH ON DELIVERY,1095.24,0,6,7,1.0,No,Tier 1,1,Unknown Status,No,1095.24,Standard Order
ORD1420,CUST294,Electronics,DEBIT CARD,528.0,0,4,4,3.0,No,Tier 3,0,On-Time,No,528.0,Standard Order
ORD1421,CUST244,Home & Kitchen,CREDIT CARD,1107.91,0,7,8,5.0,No,Tier 1,1,Unknown Status,No,1107.91,Loyal & Satisfied
ORD1422,CUST227,Fashion,UPI,1463.07,30,4,3,3.0,No,Tier 2,-1,Early,No,1024.15,Standard Order
ORD1423,CUST132,Home & Kitchen,DEBIT CARD,1441.38,15,5,4,2.0,No,Tier 1,-1,Early,No,1225.17,Standard Order
ORD1424,CUST275,Home & Kitchen,UPI,1188.71,5,4,4,3.0,No,Tier 1,0,On-Time,No,1129.27,Standard Order
ORD1425,CUST303,Books,CREDIT CARD,1095.24,0,7,7,3.0,No,Tier 2,0,On-Time,No,1095.24,Standard Order
ORD1426,CUST286,Electronics,CASH ON DELIVERY,475.27,5,7,7,5.0,No,Tier 2,0,On-Time,No,451.51,Standard Order
ORD1427,CUST214,Electronics,CREDIT CARD,1751.92,0,2,2,4.0,Yes,Tier 2,0,On-Time,No,1751.92,Standard Order
ORD1428,CUST313,Electronics,UPI,1360.26,30,5,5,4.0,No,Tier 1,0,On-Time,No,952.18,Loyal & Satisfied
ORD1429,CUST218,Beauty,UPI,2916.9,20,2,2,4.0,No,Tier 2,0,On-Time,No,2333.52,Loyal & Satisfied
ORD1430,CUST121,Beauty,UPI,2454.31,10,5,5,4.0,No,Tier 1,0,On-Time,No,2208.88,Loyal & Satisfied
ORD1431,CUST337,Home & Kitchen,UPI,654.26,30,4,11,1.0,No,Tier 1,7,Severe Delay,No,457.98,Standard Order
ORD1432,CUST257,Home & Kitchen,CASH ON DELIVERY,587.95,5,7,7,3.0,No,Tier 1,0,On-Time,No,558.55,Standard Order
ORD1433,CUST137,Home & Kitchen,DEBIT CARD,4997.97,15,2,2,3.0,No,Tier 1,0,On-Time,Yes,4248.27,Standard Order
ORD1434,CUST329,Electronics,DEBIT CARD,1099.06,30,4,4,2.0,No,Tier 1,0,On-Time,No,769.34,Standard Order
ORD1435,CUST208,Beauty,CREDIT CARD,3042.74,5,7,14,5.0,Yes,Tier 1,7,Severe Delay,No,2890.6,Standard Order
ORD1436,CUST150,Fashion,CASH ON DELIVERY,414.78,20,5,5,4.0,No,Tier 3,0,On-Time,No,331.82,Standard Order
ORD1437,CUST281,Fashion,UPI,1435.41,5,7,8,3.0,No,Tier 1,1,Unknown Status,No,1363.64,Standard Order
ORD1438,CUST107,Fashion,UPI,2191.99,5,4,5,4.0,No,Tier 1,1,Unknown Status,No,2082.39,Loyal & Satisfied
ORD1439,CUST126,Electronics,UPI,3733.94,0,2,3,4.0,No,Tier 1,1,Unknown Status,Yes,3733.94,Loyal & Satisfied
ORD1440,CUST126,Electronics,UPI,693.79,10,2,1,5.0,No,Tier 2,-1,Early,No,624.41,Standard Order
ORD1441,CUST325,Home & Kitchen,UPI,1749.1,15,7,8,5.0,No,Tier 1,1,Unknown Status,No,1486.74,Loyal & Satisfied
ORD1442,CUST120,Electronics,UPI,1128.74,30,4,3,4.0,No,Tier 3,-1,Early,No,790.12,Loyal & Satisfied
ORD1443,CUST129,Home & Kitchen,CASH ON DELIVERY,275.05,15,3,3,4.0,Yes,Tier 3,0,On-Time,No,233.79,Standard Order
ORD1444,CUST196,Electronics,DEBIT CARD,1605.42,30,5,6,4.0,No,Tier 1,1,Unknown Status,No,1123.79,Loyal & Satisfied
ORD1445,CUST127,Fashion,UPI,1605.79,20,5,5,4.0,No,Tier 2,0,On-Time,No,1284.63,Loyal & Satisfied
ORD1446,CUST210,Fashion,DEBIT CARD,3401.56,0,4,6,2.0,No,Tier 1,2,Unknown Status,No,3401.56,Standard Order
ORD1447,CUST291,Fashion,CASH ON DELIVERY,1025.34,10,3,2,2.0,No,Tier 2,-1,Early,No,922.81,Standard Order
ORD1448,CUST324,Home & Kitchen,UPI,514.03,0,2,4,4.0,Yes,Tier 1,2,Unknown Status,No,514.03,Standard Order
ORD1449,CUST296,Fashion,DEBIT CARD,254.7,15,6,6,3.0,No,Tier 1,0,On-Time,No,216.49,Standard Order
ORD1450,CUST160,Home & Kitchen,UPI,844.69,30,6,6,1.0,Yes,Tier 1,0,On-Time,No,591.28,High Risk Transaction
ORD1451,CUST147,Fashion,UPI,631.3,0,4,3,4.0,Yes,Tier 2,-1,Early,No,631.3,Standard Order
ORD1452,CUST246,Home & Kitchen,CREDIT CARD,1917.99,15,3,10,1.0,No,Tier 1,7,Severe Delay,No,1630.29,Standard Order
ORD1453,CUST103,Beauty,DEBIT CARD,724.84,15,3,2,4.0,No,Tier 1,-1,Early,No,616.11,Standard Order
ORD1454,CUST134,Home & Kitchen,DEBIT CARD,3772.79,10,5,5,4.0,No,Tier 2,0,On-Time,Yes,3395.51,Loyal & Satisfied
ORD1455,CUST291,Electronics,UPI,4134.04,5,2,2,4.0,No,Tier 2,0,On-Time,Yes,3927.34,Loyal & Satisfied
ORD1456,CUST148,Electronics,CASH ON DELIVERY,1363.97,5,7,8,4.0,No,Tier 3,1,Unknown Status,No,1295.77,Loyal & Satisfied
ORD1457,CUST116,Fashion,CREDIT CARD,3368.36,0,3,3,1.0,No,Tier 1,0,On-Time,No,3368.36,Standard Order
ORD1458,CUST271,Home & Kitchen,UPI,1916.82,5,7,6,4.0,Yes,Tier 2,-1,Early,No,1820.98,Standard Order
ORD1459,CUST319,Electronics,UPI,1149.86,0,6,6,5.0,No,Tier 2,0,On-Time,No,1149.86,Loyal & Satisfied
ORD1460,CUST257,Fashion,UPI,438.59,10,7,7,4.0,No,Tier 1,0,On-Time,No,394.73,Standard Order
ORD1461,CUST320,Home & Kitchen,CREDIT CARD,936.31,0,2,2,3.0,No,Tier 2,0,On-Time,No,936.31,Standard Order
ORD1462,CUST145,Fashion,CASH ON DELIVERY,1187.56,30,2,2,3.0,No,Tier 1,0,On-Time,No,831.29,Standard Order
ORD1463,CUST216,Books,UPI,2593.78,10,7,8,5.0,No,Tier 3,1,Unknown Status,No,2334.4,Loyal & Satisfied
ORD1464,CUST105,Electronics,DEBIT CARD,987.79,15,4,4,2.0,No,Tier 1,0,On-Time,No,839.62,Standard Order
ORD1465,CUST198,Electronics,CREDIT CARD,2935.52,10,3,3,4.0,No,Tier 2,0,On-Time,No,2641.97,Loyal & Satisfied
ORD1466,CUST223,Home & Kitchen,CASH ON DELIVERY,1546.31,10,4,4,3.0,No,Tier 1,0,On-Time,No,1391.68,Standard Order
ORD1467,CUST332,Fashion,DEBIT CARD,376.81,30,7,14,1.0,No,Tier 3,7,Severe Delay,No,263.77,Standard Order
ORD1468,CUST136,Home & Kitchen,UPI,6553.52,0,3,10,3.0,No,Tier 1,7,Severe Delay,Yes,6553.52,Standard Order
ORD1469,CUST123,Fashion,UPI,1098.98,5,5,7,3.0,No,Tier 3,2,Unknown Status,No,1044.03,Standard Order
ORD1470,CUST192,Electronics,DEBIT CARD,796.82,20,4,4,4.0,No,Tier 3,0,On-Time,No,637.46,Standard Order
ORD1471,CUST340,Books,CREDIT CARD,1491.45,0,4,3,5.0,No,Tier 1,-1,Early,No,1491.45,Loyal & Satisfied
ORD1472,CUST145,Books,UPI,338.35,0,7,7,3.0,No,Tier 3,0,On-Time,No,338.35,Standard Order
ORD1473,CUST280,Home & Kitchen,UPI,1414.5,5,6,6,5.0,No,Tier 3,0,On-Time,No,1343.78,Loyal & Satisfied
ORD1474,CUST194,Fashion,DEBIT CARD,1027.55,0,7,7,1.0,No,Tier 1,0,On-Time,No,1027.55,Standard Order
ORD1475,CUST198,Home & Kitchen,DEBIT CARD,826.41,10,4,5,4.0,No,Tier 1,1,Unknown Status,No,743.77,Standard Order
ORD1476,CUST287,Fashion,UPI,3869.64,5,3,5,1.0,No,Tier 2,2,Unknown Status,Yes,3676.16,Standard Order
ORD1477,CUST324,Electronics,CREDIT CARD,1087.13,30,6,8,5.0,No,Tier 1,2,Unknown Status,No,760.99,Standard Order
ORD1478,CUST215,Beauty,UPI,496.8,20,7,7,4.0,No,Tier 1,0,On-Time,No,397.44,Standard Order
ORD1479,CUST290,Electronics,CREDIT CARD,937.12,15,7,8,4.0,No,Tier 1,1,Unknown Status,No,796.55,Standard Order
ORD1480,CUST312,Beauty,CASH ON DELIVERY,3221.72,15,4,4,5.0,Yes,Tier 1,0,On-Time,No,2738.46,Standard Order
ORD1481,CUST259,Fashion,CASH ON DELIVERY,432.44,30,4,3,4.0,No,Tier 1,-1,Early,No,302.71,Standard Order
ORD1482,CUST314,Electronics,UPI,488.89,5,5,6,4.0,No,Tier 1,1,Unknown Status,No,464.45,Standard Order
ORD1483,CUST260,Fashion,UPI,215.74,30,7,6,4.0,No,Tier 3,-1,Early,No,151.02,Standard Order
ORD1484,CUST166,Beauty,UPI,217.15,20,4,4,5.0,No,Tier 2,0,On-Time,No,173.72,Standard Order
ORD1485,CUST227,Home & Kitchen,CASH ON DELIVERY,2322.06,15,2,2,4.0,No,Tier 1,0,On-Time,No,1973.75,Loyal & Satisfied
ORD1486,CUST117,Books,CREDIT CARD,1780.67,10,6,7,2.0,Yes,Tier 2,1,Unknown Status,No,1602.6,Standard Order
ORD1487,CUST124,Home & Kitchen,CREDIT CARD,726.28,5,2,3,4.0,No,Tier 2,1,Unknown Status,No,689.97,Standard Order
ORD1488,CUST333,Home & Kitchen,UPI,1638.03,10,6,6,2.0,No,Tier 3,0,On-Time,No,1474.23,Standard Order
ORD1489,CUST322,Books,UPI,803.44,20,7,9,4.0,No,Tier 1,2,Unknown Status,No,642.75,Standard Order
ORD1490,CUST153,Electronics,CREDIT CARD,3866.5,0,5,5,4.0,Yes,Tier 1,0,On-Time,Yes,3866.5,Standard Order
ORD1491,CUST157,Fashion,CASH ON DELIVERY,4295.41,20,4,4,4.0,No,Tier 3,0,On-Time,Yes,3436.33,Loyal & Satisfied
ORD1492,CUST166,Electronics,DEBIT CARD,798.66,5,4,5,1.0,No,Tier 3,1,Unknown Status,No,758.73,Standard Order
ORD1493,CUST203,Beauty,DEBIT CARD,2510.8,0,4,5,2.0,No,Tier 2,1,Unknown Status,No,2510.8,Standard Order
ORD1494,CUST273,Beauty,DEBIT CARD,1979.84,0,7,14,4.0,No,Tier 2,7,Severe Delay,No,1979.84,Loyal & Satisfied
ORD1495,CUST123,Electronics,UPI,645.28,0,6,6,4.0,No,Tier 1,0,On-Time,No,645.28,Standard Order
ORD1496,CUST213,Home & Kitchen,UPI,516.82,10,4,5,3.0,No,Tier 2,1,Unknown Status,No,465.14,Standard Order
ORD1497,CUST131,Beauty,CASH ON DELIVERY,935.51,5,2,3,3.0,No,Tier 1,1,Unknown Status,No,888.73,Standard Order
ORD1498,CUST274,Electronics,UPI,2024.33,50,4,8,4.0,No,Tier 1,4,Severe Delay,No,1012.16,Loyal & Satisfied
ORD1499,CUST185,Home & Kitchen,CASH ON DELIVERY,4067.7,10,7,7,4.0,Yes,Tier 3,0,On-Time,Yes,3660.93,Standard Order
ORD1500,CUST250,Beauty,CASH ON DELIVERY,1930.57,0,5,6,3.0,No,Tier 1,1,Unknown Status,No,1930.57,Standard Order
ORD1501,CUST293,Electronics,UPI,2518.94,15,2,2,3.0,No,Tier 2,0,On-Time,No,2141.1,Standard Order
ORD1502,CUST226,Home & Kitchen,DEBIT CARD,1308.78,30,4,4,3.0,No,Tier 3,0,On-Time,No,916.15,Standard Order
ORD1503,CUST254,Fashion,UPI,2365.14,15,4,4,4.0,No,Tier 1,0,On-Time,No,2010.37,Loyal & Satisfied
ORD1504,CUST333,Beauty,UPI,2041.31,0,3,3,2.0,Yes,Tier 3,0,On-Time,No,2041.31,Standard Order
ORD1505,CUST229,Beauty,UPI,767.82,30,6,6,3.0,Yes,Tier 3,0,On-Time,No,537.47,High Risk Transaction
ORD1506,CUST317,Beauty,UPI,1163.53,20,2,4,1.0,No,Tier 2,2,Unknown Status,No,930.82,Standard Order
ORD1507,CUST116,Fashion,UPI,2160.19,0,3,3,3.0,No,Tier 1,0,On-Time,No,2160.19,Standard Order
ORD1508,CUST203,Beauty,CASH ON DELIVERY,256.58,0,5,6,4.0,No,Tier 1,1,Unknown Status,No,256.58,Standard Order
ORD1509,CUST260,Books,CASH ON DELIVERY,2180.81,10,6,6,3.0,No,Tier 1,0,On-Time,No,1962.73,Standard Order
ORD1510,CUST236,Fashion,CREDIT CARD,435.05,0,2,1,2.0,No,Tier 1,-1,Early,No,435.05,Standard Order
ORD1511,CUST142,Books,UPI,1067.55,20,4,4,4.0,Yes,Tier 1,0,On-Time,No,854.04,Standard Order
ORD1512,CUST345,Electronics,CASH ON DELIVERY,2182.03,5,2,2,1.0,Yes,Tier 3,0,On-Time,No,2072.93,Standard Order
ORD1513,CUST275,Home & Kitchen,CREDIT CARD,551.35,30,4,4,2.0,No,Tier 1,0,On-Time,No,385.94,Standard Order
ORD1514,CUST138,Electronics,CASH ON DELIVERY,538.53,10,6,6,5.0,No,Tier 2,0,On-Time,No,484.68,Standard Order
ORD1515,CUST320,Electronics,UPI,818.53,0,4,4,4.0,No,Tier 1,0,On-Time,No,818.53,Standard Order
ORD1516,CUST269,Electronics,DEBIT CARD,2900.48,0,5,5,5.0,No,Tier 2,0,On-Time,No,2900.48,Loyal & Satisfied
ORD1517,CUST346,Home & Kitchen,UPI,200.53,10,7,7,5.0,No,Tier 3,0,On-Time,No,180.48,Standard Order
ORD1518,CUST125,Fashion,UPI,2979.82,20,4,4,4.0,No,Tier 1,0,On-Time,No,2383.86,Loyal & Satisfied
ORD1519,CUST198,Home & Kitchen,CASH ON DELIVERY,400.41,20,5,4,1.0,No,Tier 1,-1,Early,No,320.33,Standard Order
ORD1520,CUST149,Electronics,CASH ON DELIVERY,5736.61,5,7,11,4.0,No,Tier 2,4,Severe Delay,Yes,5449.78,Loyal & Satisfied
ORD1521,CUST252,Fashion,UPI,3917.24,5,6,8,5.0,Yes,Tier 2,2,Unknown Status,Yes,3721.38,Standard Order
ORD1522,CUST251,Fashion,UPI,1019.06,0,6,7,4.0,Yes,Tier 2,1,Unknown Status,No,1019.06,Standard Order
ORD1523,CUST112,Books,DEBIT CARD,1062.7,15,2,1,4.0,No,Tier 1,-1,Early,No,903.3,Standard Order
ORD1524,CUST159,Fashion,CASH ON DELIVERY,988.29,0,5,6,3.0,No,Tier 1,1,Unknown Status,No,988.29,Standard Order
ORD1525,CUST349,Home & Kitchen,CASH ON DELIVERY,1410.89,10,5,7,5.0,No,Tier 3,2,Unknown Status,No,1269.8,Loyal & Satisfied
ORD1526,CUST234,Beauty,DEBIT CARD,314.12,15,3,4,4.0,No,Tier 3,1,Unknown Status,No,267.0,Standard Order
ORD1527,CUST156,Home & Kitchen,CREDIT CARD,239.79,30,3,2,4.0,No,Tier 2,-1,Early,No,167.85,Standard Order
ORD1528,CUST135,Electronics,DEBIT CARD,271.32,5,7,8,2.0,Yes,Tier 3,1,Unknown Status,No,257.75,Standard Order
ORD1529,CUST272,Electronics,UPI,905.17,5,7,9,3.0,No,Tier 2,2,Unknown Status,No,859.91,Standard Order
ORD1530,CUST119,Beauty,CASH ON DELIVERY,586.81,15,3,3,3.0,No,Tier 1,0,On-Time,No,498.79,Standard Order
ORD1531,CUST164,Electronics,UPI,1367.56,15,7,8,4.0,No,Tier 1,1,Unknown Status,No,1162.43,Loyal & Satisfied
ORD1532,CUST107,Beauty,UPI,6062.22,5,4,4,2.0,No,Tier 1,0,On-Time,Yes,5759.11,Standard Order
ORD1533,CUST337,Fashion,CASH ON DELIVERY,785.94,30,3,3,1.0,No,Tier 2,0,On-Time,No,550.16,Standard Order
ORD1534,CUST243,Beauty,DEBIT CARD,1223.53,20,5,4,4.0,No,Tier 1,-1,Early,No,978.82,Loyal & Satisfied
ORD1535,CUST241,Books,UPI,844.61,5,4,5,1.0,No,Tier 1,1,Unknown Status,No,802.38,Standard Order
ORD1536,CUST303,Beauty,CASH ON DELIVERY,2454.91,5,7,6,5.0,No,Tier 2,-1,Early,No,2332.16,Loyal & Satisfied
ORD1537,CUST214,Fashion,CREDIT CARD,2990.24,10,6,6,3.0,No,Tier 2,0,On-Time,No,2691.22,Standard Order
ORD1538,CUST314,Books,CREDIT CARD,2718.16,20,2,2,5.0,No,Tier 2,0,On-Time,No,2174.53,Loyal & Satisfied
ORD1539,CUST242,Fashion,UPI,4596.89,0,3,3,4.0,Yes,Tier 3,0,On-Time,Yes,4596.89,Standard Order
ORD1540,CUST191,Fashion,CASH ON DELIVERY,233.49,15,6,5,5.0,Yes,Tier 1,-1,Early,No,198.47,Standard Order
ORD1541,CUST197,Home & Kitchen,CREDIT CARD,2397.72,15,7,8,5.0,No,Tier 2,1,Unknown Status,No,2038.06,Loyal & Satisfied
ORD1542,CUST165,Beauty,DEBIT CARD,1872.09,5,5,6,1.0,No,Tier 2,1,Unknown Status,No,1778.49,Standard Order
ORD1543,CUST131,Beauty,CASH ON DELIVERY,511.6,15,2,2,1.0,No,Tier 2,0,On-Time,No,434.86,Standard Order
ORD1544,CUST314,Books,DEBIT CARD,3957.04,30,6,5,3.0,No,Tier 1,-1,Early,Yes,2769.93,Standard Order
ORD1545,CUST290,Fashion,DEBIT CARD,392.45,0,2,1,4.0,No,Tier 1,-1,Early,No,392.45,Standard Order
ORD1546,CUST185,Fashion,CREDIT CARD,1565.63,5,3,5,5.0,No,Tier 3,2,Unknown Status,No,1487.35,Loyal & Satisfied
ORD1547,CUST150,Home & Kitchen,CASH ON DELIVERY,505.7,10,7,7,4.0,No,Tier 2,0,On-Time,No,455.13,Standard Order
ORD1548,CUST252,Electronics,UPI,877.45,30,5,5,4.0,No,Tier 3,0,On-Time,No,614.22,Standard Order
ORD1549,CUST285,Electronics,CREDIT CARD,1723.96,50,7,6,2.0,No,Tier 2,-1,Early,No,861.98,Standard Order
ORD1550,CUST162,Fashion,CREDIT CARD,1194.28,10,2,3,5.0,Yes,Tier 2,1,Unknown Status,No,1074.85,Standard Order
ORD1551,CUST289,Fashion,CASH ON DELIVERY,1095.24,20,6,8,4.0,No,Tier 3,2,Unknown Status,No,876.19,Standard Order
ORD1552,CUST224,Fashion,CASH ON DELIVERY,674.03,10,3,5,3.0,No,Tier 2,2,Unknown Status,No,606.63,Standard Order
ORD1553,CUST249,Electronics,DEBIT CARD,2396.55,10,3,4,4.0,Yes,Tier 1,1,Unknown Status,No,2156.9,Standard Order
ORD1554,CUST157,Electronics,CASH ON DELIVERY,386.32,5,7,6,2.0,Yes,Tier 2,-1,Early,No,367.0,Standard Order
ORD1555,CUST157,Electronics,DEBIT CARD,874.76,5,6,5,4.0,No,Tier 3,-1,Early,No,831.02,Standard Order
ORD1556,CUST185,Beauty,CREDIT CARD,3009.06,5,6,5,4.0,No,Tier 1,-1,Early,No,2858.61,Loyal & Satisfied
ORD1557,CUST148,Fashion,UPI,2443.79,10,2,2,2.0,No,Tier 1,0,On-Time,No,2199.41,Standard Order
ORD1558,CUST279,Fashion,UPI,814.88,0,7,6,3.0,No,Tier 1,-1,Early,No,814.88,Standard Order
ORD1559,CUST269,Home & Kitchen,CREDIT CARD,1928.18,30,7,7,3.0,No,Tier 3,0,On-Time,No,1349.73,Standard Order
ORD1560,CUST169,Electronics,CASH ON DELIVERY,2279.02,0,4,4,4.0,No,Tier 1,0,On-Time,No,2279.02,Loyal & Satisfied
ORD1561,CUST114,Beauty,UPI,1095.24,5,7,11,4.0,No,Tier 2,4,Severe Delay,No,1040.48,Standard Order
ORD1562,CUST153,Books,UPI,1143.65,10,3,4,1.0,No,Tier 1,1,Unknown Status,No,1029.29,Standard Order
ORD1563,CUST334,Electronics,UPI,474.48,15,2,4,4.0,No,Tier 1,2,Unknown Status,No,403.31,Standard Order
ORD1564,CUST287,Fashion,DEBIT CARD,553.74,0,6,7,4.0,No,Tier 2,1,Unknown Status,No,553.74,Standard Order
ORD1565,CUST200,Beauty,UPI,620.65,5,7,6,3.0,No,Tier 1,-1,Early,No,589.62,Standard Order
ORD1566,CUST324,Beauty,DEBIT CARD,1281.1,50,2,3,1.0,No,Tier 2,1,Unknown Status,No,640.55,Standard Order
ORD1567,CUST107,Fashion,CREDIT CARD,240.03,5,7,7,4.0,No,Tier 2,0,On-Time,No,228.03,Standard Order
ORD1568,CUST152,Home & Kitchen,UPI,1412.86,5,6,7,4.0,No,Tier 3,1,Unknown Status,No,1342.22,Loyal & Satisfied
ORD1569,CUST159,Electronics,CREDIT CARD,743.74,20,5,5,3.0,No,Tier 1,0,On-Time,No,594.99,Standard Order
ORD1570,CUST335,Beauty,DEBIT CARD,619.88,0,6,13,3.0,No,Tier 3,7,Severe Delay,No,619.88,Standard Order
ORD1571,CUST207,Electronics,UPI,2739.29,10,6,6,2.0,Yes,Tier 2,0,On-Time,No,2465.36,Standard Order
ORD1572,CUST104,Beauty,DEBIT CARD,939.43,5,6,6,4.0,No,Tier 3,0,On-Time,No,892.46,Standard Order
ORD1573,CUST202,Home & Kitchen,UPI,319.85,5,7,11,2.0,No,Tier 2,4,Severe Delay,No,303.86,Standard Order
ORD1574,CUST295,Home & Kitchen,DEBIT CARD,2303.6,5,4,3,3.0,No,Tier 2,-1,Early,No,2188.42,Standard Order
ORD1575,CUST105,Fashion,UPI,258.58,0,6,7,4.0,No,Tier 3,1,Unknown Status,No,258.58,Standard Order
ORD1576,CUST208,Electronics,DEBIT CARD,1756.84,5,3,4,4.0,Yes,Tier 3,1,Unknown Status,No,1669.0,Standard Order
ORD1577,CUST323,Electronics,UPI,1984.17,0,3,5,3.0,No,Tier 1,2,Unknown Status,No,1984.17,Standard Order
ORD1578,CUST215,Electronics,DEBIT CARD,721.75,20,2,9,3.0,Yes,Tier 1,7,Severe Delay,No,577.4,Standard Order
ORD1579,CUST193,Electronics,UPI,2290.11,5,4,11,4.0,No,Tier 1,7,Severe Delay,No,2175.6,Loyal & Satisfied
ORD1580,CUST146,Books,UPI,1069.96,10,2,1,1.0,No,Tier 1,-1,Early,No,962.96,Standard Order
ORD1581,CUST198,Fashion,UPI,946.77,30,3,5,1.0,Yes,Tier 1,2,Unknown Status,No,662.74,High Risk Transaction
ORD1582,CUST154,Electronics,CASH ON DELIVERY,255.76,15,3,4,5.0,No,Tier 1,1,Unknown Status,No,217.4,Standard Order
ORD1583,CUST267,Beauty,CREDIT CARD,611.04,0,5,6,1.0,Yes,Tier 3,1,Unknown Status,No,611.04,Standard Order
ORD1584,CUST151,Beauty,UPI,3408.55,30,6,5,4.0,Yes,Tier 1,-1,Early,No,2385.98,High Risk Transaction
ORD1585,CUST243,Beauty,UPI,796.75,5,3,4,5.0,No,Tier 2,1,Unknown Status,No,756.91,Standard Order
ORD1586,CUST112,Beauty,UPI,1149.44,0,7,14,3.0,No,Tier 1,7,Severe Delay,No,1149.44,Standard Order
ORD1587,CUST213,Electronics,CASH ON DELIVERY,1111.2,20,7,11,3.0,No,Tier 1,4,Severe Delay,No,888.96,Standard Order
ORD1588,CUST223,Fashion,UPI,1271.18,10,2,2,4.0,No,Tier 1,0,On-Time,No,1144.06,Loyal & Satisfied
ORD1589,CUST205,Books,CASH ON DELIVERY,275.95,10,2,1,5.0,No,Tier 1,-1,Early,No,248.36,Standard Order
ORD1590,CUST257,Home & Kitchen,UPI,739.63,5,6,6,5.0,No,Tier 2,0,On-Time,No,702.65,Standard Order
ORD1591,CUST246,Electronics,DEBIT CARD,1741.04,10,6,8,4.0,Yes,Tier 3,2,Unknown Status,No,1566.94,Standard Order
ORD1592,CUST244,Books,CREDIT CARD,468.61,5,5,6,2.0,Yes,Tier 1,1,Unknown Status,No,445.18,Standard Order
ORD1593,CUST219,Electronics,CREDIT CARD,473.15,30,4,4,4.0,No,Tier 2,0,On-Time,No,331.2,Standard Order
ORD1594,CUST162,Electronics,CASH ON DELIVERY,212.17,5,2,1,3.0,No,Tier 2,-1,Early,No,201.56,Standard Order
ORD1595,CUST118,Fashion,CREDIT CARD,890.4,30,6,6,4.0,No,Tier 3,0,On-Time,No,623.28,Standard Order
ORD1596,CUST191,Home & Kitchen,CASH ON DELIVERY,2771.98,10,2,2,1.0,No,Tier 2,0,On-Time,No,2494.78,Standard Order
ORD1597,CUST157,Home & Kitchen,CASH ON DELIVERY,263.96,20,6,10,2.0,No,Tier 2,4,Severe Delay,No,211.17,Standard Order
ORD1598,CUST282,Electronics,CASH ON DELIVERY,454.52,15,3,4,4.0,Yes,Tier 2,1,Unknown Status,No,386.34,Standard Order
ORD1599,CUST189,Beauty,CREDIT CARD,645.42,15,2,2,4.0,No,Tier 3,0,On-Time,No,548.61,Standard Order
ORD1600,CUST328,Fashion,CASH ON DELIVERY,1778.89,5,3,3,3.0,No,Tier 1,0,On-Time,No,1689.95,Standard Order
ORD1601,CUST317,Electronics,CREDIT CARD,1428.1,5,2,1,3.0,No,Tier 1,-1,Early,No,1356.7,Standard Order
ORD1602,CUST216,Beauty,CASH ON DELIVERY,845.31,5,4,11,5.0,No,Tier 3,7,Severe Delay,No,803.04,Standard Order
ORD1603,CUST161,Beauty,UPI,1907.89,30,5,5,4.0,Yes,Tier 2,0,On-Time,No,1335.52,High Risk Transaction
ORD1604,CUST122,Beauty,CASH ON DELIVERY,1328.8,20,7,7,3.0,No,Tier 2,0,On-Time,No,1063.04,Standard Order
